 probe_i          92 probe_j          62
  0.14400000000000010        1.0235276597715970        4.4152324388720368E-002
  0.14500000000000010        1.0235455230642709        4.4173134495030346E-002
  0.14600000000000010        1.0235633766626910        4.4193897922180474E-002
  0.14700000000000010        1.0235812216078921        4.4214616211762266E-002
  0.14800000000000010        1.0235990572479281        4.4235288587285912E-002
  0.14900000000000010        1.0236168846389924        4.4255916572704349E-002
  0.15000000000000011        1.0236347036966980        4.4276500143488370E-002
  0.15100000000000011        1.0236525143339967        4.4297039266902524E-002
  0.15200000000000011        1.0236703170177872        4.4317534699796560E-002
  0.15300000000000011        1.0236881127562245        4.4337988004163199E-002
  0.15400000000000011        1.0237059002801410        4.4358397678996811E-002
  0.15500000000000011        1.0237236812256103        4.4378766040962928E-002
  0.15600000000000011        1.0237414549300898        4.4399092306407463E-002
  0.15700000000000011        1.0237592218805889        4.4419377214486404E-002
  0.15800000000000011        1.0237769825653202        4.4439621524171309E-002
  0.15900000000000011        1.0237947368848839        4.4459825235387850E-002
  0.16000000000000011        1.0238124847514780        4.4479988343866857E-002
  0.16100000000000012        1.0238302272351645        4.4500112385740011E-002
  0.16200000000000012        1.0238479642323446        4.4520197376530603E-002
  0.16300000000000012        1.0238656956646868        4.4540243319056892E-002
  0.16400000000000012        1.0238834214805903        4.4560250184393121E-002
  0.16500000000000012        1.0239011427718814        4.4580219471564694E-002
  0.16600000000000012        1.0239188594237221        4.4600151189052660E-002
  0.16700000000000012        1.0239365713332271        4.4620045368297563E-002
  0.16800000000000012        1.0239542784331039        4.4639902015617516E-002
  0.16900000000000012        1.0239719818278217        4.4659722641820547E-002
  0.17000000000000012        1.0239896814148475        4.4679507248339141E-002
  0.17100000000000012        1.0240073765071660        4.4699255092168211E-002
  0.17200000000000013        1.0240250688354038        4.4718968454404630E-002
  0.17300000000000013        1.0240427571342243        4.4738645802753170E-002
  0.17400000000000013        1.0240604425195772        4.4758288640768820E-002
  0.17500000000000013        1.0240781243211914        4.4777896205465531E-002
  0.17600000000000013        1.0240958036374885        4.4797470048494215E-002
  0.17700000000000013        1.0241134803736038        4.4817010208660205E-002
  0.17800000000000013        1.0241311538368243        4.4836515976886954E-002
  0.17900000000000013        1.0241488251862925        4.4855988876343081E-002
  0.18000000000000013        1.0241664943540680        4.4875428923412050E-002
  0.18100000000000013        1.0241841618617262        4.4894836901560695E-002
  0.18200000000000013        1.0242018270496942        4.4914212076342649E-002
  0.18300000000000013        1.0242194904975521        4.4933555195458615E-002
  0.18400000000000014        1.0242371521609499        4.4952866240624730E-002
  0.18500000000000014        1.0242548125566560        4.4972145986753122E-002
  0.18600000000000014        1.0242724721948877        4.4991395250239347E-002
  0.18700000000000014        1.0242901303757119        4.5010613371566713E-002
  0.18800000000000014        1.0243077876855813        4.5029801125003842E-002
  0.18900000000000014        1.0243254441184895        4.5048958479781943E-002
  0.19000000000000014        1.0243431002478802        4.5068086151091660E-002
  0.19100000000000014        1.0243607560068664        4.5087184140492016E-002
  0.19200000000000014        1.0243784113204730        4.5106252493161011E-002
  0.19300000000000014        1.0243960667519967        4.5125291993738430E-002
  0.19400000000000014        1.0244137222461707        4.5144302673022378E-002
  0.19500000000000015        1.0244313783711345        4.5163285281277346E-002
  0.19600000000000015        1.0244490344595201        4.5182239078143567E-002
  0.19700000000000015        1.0244666910976565        4.5201164792614254E-002
  0.19800000000000015        1.0244843488687292        4.5220063151144206E-002
  0.19900000000000015        1.0245020070625479        4.5238933450244295E-002
  0.20000000000000015        1.0245196662261731        4.5257776469034318E-002
  0.20100000000000015        1.0245373269367983        4.5276592978936415E-002
  0.20200000000000015        1.0245549884933436        4.5295382309061855E-002
  0.20300000000000015        1.0245726514761899        4.5314145216752082E-002
  0.20400000000000015        1.0245903164989598        4.5332882423140729E-002
  0.20500000000000015        1.0246079828826939        4.5351593218262064E-002
  0.20600000000000016        1.0246256512202583        4.5370278332837612E-002
  0.20700000000000016        1.0246433214855437        4.5388937759939428E-002
  0.20800000000000016        1.0246609942669413        4.5407572244302669E-002
  0.20900000000000016        1.0246786695009604        4.5426181817262073E-002
  0.21000000000000016        1.0246963471339596        4.5444766507559124E-002
  0.21100000000000016        1.0247140271331971        4.5463326326803180E-002
  0.21200000000000016        1.0247317101142634        4.5481861986812040E-002
  0.21300000000000016        1.0247493960218212        4.5500373492652457E-002
  0.21400000000000016        1.0247670847720070        4.5518860877937058E-002
  0.21500000000000016        1.0247847769404801        4.5537324899483464E-002
  0.21600000000000016        1.0248024718113524        4.5555764906449192E-002
  0.21700000000000016        1.0248201706313058        4.5574182366276902E-002
  0.21800000000000017        1.0248378726964142        4.5592576598982554E-002
  0.21900000000000017        1.0248555786124907        4.5610948327731292E-002
  0.22000000000000017        1.0248732883443310        4.5629297552193783E-002
  0.22100000000000017        1.0248910018647630        4.5647624266808823E-002
  0.22200000000000017        1.0249087191310988        4.5665928477350466E-002
  0.22300000000000017        1.0249264407522574        4.5684210893303483E-002
  0.22400000000000017        1.0249441666533095        4.5702471557114474E-002
  0.22500000000000017        1.0249618967372407        4.5720710553631125E-002
  0.22600000000000017        1.0249796315974160        4.5738928655768563E-002
  0.22700000000000017        1.0249973711952045        4.5757125917646552E-002
  0.22800000000000017        1.0250151155080811        4.5775302365429302E-002
  0.22900000000000018        1.0250328645302063        4.5793457974720904E-002
  0.23000000000000018        1.0250506189430393        4.5811593362909131E-002
  0.23100000000000018        1.0250683787315606        4.5829708479215386E-002
  0.23200000000000018        1.0250861438376899        4.5847803321119249E-002
  0.23300000000000018        1.0251039141870824        4.5865877919507997E-002
  0.23400000000000018        1.0251216903967395        4.5883932998075368E-002
  0.23500000000000018        1.0251394717114635        4.5901967947090012E-002
  0.23600000000000018        1.0251572594118528        4.5919984192934846E-002
  0.23700000000000018        1.0251750527284700        4.5937981121714606E-002
  0.23800000000000018        1.0251928515888689        4.5955958783944262E-002
  0.23900000000000018        1.0252106566315742        4.5973917882206054E-002
  0.24000000000000019        1.0252284678269259        4.5991858423956956E-002
  0.24100000000000019        1.0252462851289239        4.6009780429675108E-002
  0.24200000000000019        1.0252641091771482        4.6027684582560013E-002
  0.24300000000000019        1.0252819392293906        4.6045570232257485E-002
  0.24400000000000019        1.0252997759598645        4.6063438047873446E-002
  0.24500000000000019        1.0253176200501424        4.6081288697500479E-002
  0.24600000000000019        1.0253354707712663        4.6099121538255031E-002
  0.24700000000000019        1.0253533280795222        4.6116936592406191E-002
  0.24800000000000019        1.0253711926506384        4.6134734509819086E-002
  0.24900000000000019        1.0253890644708805        4.6152515275677763E-002
  0.25000000000000017        1.0254069434863511        4.6170278930139245E-002
  0.25100000000000017        1.0254248303154327        4.6188026200333465E-002
  0.25200000000000017        1.0254427241570461        4.6205756525164322E-002
  0.25300000000000017        1.0254606256793903        4.6223470604612883E-002
  0.25400000000000017        1.0254785348477113        4.6241168499272317E-002
  0.25500000000000017        1.0254964516331966        4.6258850249406666E-002
  0.25600000000000017        1.0255143767273349        4.6276516497332401E-002
  0.25700000000000017        1.0255323093601418        4.6294166626723893E-002
  0.25800000000000017        1.0255502502231542        4.6311801253506556E-002
  0.25900000000000017        1.0255681992827705        4.6329420384829505E-002
  0.26000000000000018        1.0255861565018070        4.6347024046516257E-002
  0.26100000000000018        1.0256041225668946        4.6364612897855970E-002
  0.26200000000000018        1.0256220966771330        4.6382186386495196E-002
  0.26300000000000018        1.0256400795178411        4.6399745162387512E-002
  0.26400000000000018        1.0256580710484897        4.6417289254675052E-002
  0.26500000000000018        1.0256760712350015        4.6434818686119546E-002
  0.26600000000000018        1.0256940800333314        4.6452333490162152E-002
  0.26700000000000018        1.0257120981376924        4.6469834300403100E-002
  0.26800000000000018        1.0257301247374413        4.6487320562282927E-002
  0.26900000000000018        1.0257481605317205        4.6504792907734072E-002
  0.27000000000000018        1.0257662054599292        4.6522251399384748E-002
  0.27100000000000019        1.0257842594648614        4.6539696105840148E-002
  0.27200000000000019        1.0258023224962107        4.6557127097837242E-002
  0.27300000000000019        1.0258203952766991        4.6574545010917338E-002
  0.27400000000000019        1.0258384769967781        4.6591949336559704E-002
  0.27500000000000019        1.0258565684028074        4.6609340670436573E-002
  0.27600000000000019        1.0258746694700811        4.6626719043822040E-002
  0.27700000000000019        1.0258927801757276        4.6644084479788801E-002
  0.27800000000000019        1.0259109005012104        4.6661436994879638E-002
  0.27900000000000019        1.0259290312039810        4.6678777156508901E-002
  0.28000000000000019        1.0259471714766113        4.6696104445163505E-002
  0.28100000000000019        1.0259653220764582        4.6713419424306055E-002
  0.28200000000000019        1.0259834829747618        4.6730722122197484E-002
  0.28300000000000020        1.0260016541365158        4.6748012571943900E-002
  0.28400000000000020        1.0260198355280459        4.6765290803241891E-002
  0.28500000000000020        1.0260380271074239        4.6782556856638666E-002
  0.28600000000000020        1.0260562296245095        4.6799811295378593E-002
  0.28700000000000020        1.0260744422355603        4.6817053641841327E-002
  0.28800000000000020        1.0260926656843323        4.6834284466931345E-002
  0.28900000000000020        1.0261108999004074        4.6851503847354085E-002
  0.29000000000000020        1.0261291448096974        4.6868711867171918E-002
  0.29100000000000020        1.0261474003573574        4.6885908595618572E-002
  0.29200000000000020        1.0261656665038554        4.6903094096940399E-002
  0.29300000000000020        1.0261839440408260        4.6920268907029633E-002
  0.29400000000000021        1.0262022321230104        4.6937432584992000E-002
  0.29500000000000021        1.0262205315524076        4.6954585626626313E-002
  0.29600000000000021        1.0262388422975446        4.6971728050447747E-002
  0.29700000000000021        1.0262571643184466        4.6988859873416035E-002
  0.29800000000000021        1.0262754975859874        4.7005981098381132E-002
  0.29900000000000021        1.0262938420826244        4.7023091728166343E-002
  0.30000000000000021        1.0263121977871390        4.7040191786173288E-002
  0.30100000000000021        1.0263305655143591        4.7057281758726290E-002
  0.30200000000000021        1.0263489443902072        4.7074361233521336E-002
  0.30300000000000021        1.0263673352006000        4.7091430719554891E-002
  0.30400000000000021        1.0263857378686860        4.7108490295849202E-002
  0.30500000000000022        1.0264041523108542        4.7125540049477818E-002
  0.30600000000000022        1.0264225784664520        4.7142580051672732E-002
  0.30700000000000022        1.0264410163075643        4.7159610357866380E-002
  0.30800000000000022        1.0264594658214874        4.7176631025423028E-002
  0.30900000000000022        1.0264779278710234        4.7193642502550127E-002
  0.31000000000000022        1.0264964015796740        4.7210644414250519E-002
  0.31100000000000022        1.0265148877972390        4.7227637166143442E-002
  0.31200000000000022        1.0265333864854704        4.7244620762424853E-002
  0.31300000000000022        1.0265518975916239        4.7261595208745177E-002
  0.31400000000000022        1.0265704201838490        4.7278560121765859E-002
  0.31500000000000022        1.0265889560133481        4.7295516270532696E-002
  0.31600000000000023        1.0266075041896567        4.7312463280809652E-002
  0.31700000000000023        1.0266260646994121        4.7329401201866052E-002
  0.31800000000000023        1.0266446384070071        4.7346330470813117E-002
  0.31900000000000023        1.0266632243648908        4.7363250807768410E-002
  0.32000000000000023        1.0266818233909616        4.7380162661709399E-002
  0.32100000000000023        1.0267004345016322        4.7397065752642291E-002
  0.32200000000000023        1.0267190585656598        4.7413960442948898E-002
  0.32300000000000023        1.0267376955620866        4.7430846747385708E-002
  0.32400000000000023        1.0267563454632096        4.7447724711432139E-002
  0.32500000000000023        1.0267750082203251        4.7464594420284639E-002
  0.32600000000000023        1.0267936837623719        4.7481455988332005E-002
  0.32700000000000023        1.0268123729518857        4.7498309821994850E-002
  0.32800000000000024        1.0268310747854223        4.7515155716957420E-002
  0.32900000000000024        1.0268497892332336        4.7531993714664288E-002
  0.33000000000000024        1.0268685172543615        4.7548824085963962E-002
  0.33100000000000024        1.0268872588695106        4.7565646816540658E-002
  0.33200000000000024        1.0269060131346615        4.7582461637089950E-002
  0.33300000000000024        1.0269247809860340        4.7599268817995068E-002
  0.33400000000000024        1.0269435624060546        4.7616068345265314E-002
  0.33500000000000024        1.0269623573599629        4.7632860211598162E-002
  0.33600000000000024        1.0269811657975594        4.7649644422322210E-002
  0.33700000000000024        1.0269999876734801        4.7666420982215581E-002
  0.33800000000000024        1.0270188239276812        4.7683190155360898E-002
  0.33900000000000025        1.0270376735524303        4.7699951735178658E-002
  0.34000000000000025        1.0270565364894404        4.7716705826630970E-002
  0.34100000000000025        1.0270754136701508        4.7733452765770637E-002
  0.34200000000000025        1.0270943040658356        4.7750192430427857E-002
  0.34300000000000025        1.0271132086420258        4.7766925100673353E-002
  0.34400000000000025        1.0271321273811924        4.7783650823246197E-002
  0.34500000000000025        1.0271510592620821        4.7800369445082355E-002
  0.34600000000000025        1.0271700052514523        4.7817081182107153E-002
  0.34700000000000025        1.0271889652930446        4.7833786079143889E-002
  0.34800000000000025        1.0272079393148774        4.7850484189476281E-002
  0.34900000000000025        1.0272269272550398        4.7867175553705690E-002
  0.35000000000000026        1.0272459290784399        4.7883860195431747E-002
  0.35100000000000026        1.0272649458075085        4.7900538283314989E-002
  0.35200000000000026        1.0272839763851047        4.7917209739134457E-002
  0.35300000000000026        1.0273030207617673        4.7933874686186095E-002
  0.35400000000000026        1.0273220799379748        4.7950533348385012E-002
  0.35500000000000026        1.0273411528390555        4.7967185698142942E-002
  0.35600000000000026        1.0273602405318247        4.7983831833556201E-002
  0.35700000000000026        1.0273793419966262        4.8000471636054864E-002
  0.35800000000000026        1.0273984583179088        4.8017105138232825E-002
  0.35900000000000026        1.0274175895162172        4.8033732280455786E-002
  0.36000000000000026        1.0274367355791099        4.8050353023638782E-002
  0.36100000000000027        1.0274558964563985        4.8066967357471790E-002
  0.36200000000000027        1.0274750720773624        4.8083575286330379E-002
  0.36300000000000027        1.0274942623762451        4.8100176814211894E-002
  0.36400000000000027        1.0275134673059076        4.8116771949048460E-002
  0.36500000000000027        1.0275326868373826        4.8133360717766221E-002
  0.36600000000000027        1.0275519209568527        4.8149943170717149E-002
  0.36700000000000027        1.0275711707545216        4.8166519426394404E-002
  0.36800000000000027        1.0275904351381571        4.8183089504711299E-002
  0.36900000000000027        1.0276097140678742        4.8199653527961399E-002
  0.37000000000000027        1.0276290085631978        4.8216211657137957E-002
  0.37100000000000027        1.0276483173836279        4.8232764059096662E-002
  0.37200000000000027        1.0276676415233252        4.8249310842322625E-002
  0.37300000000000028        1.0276869797195047        4.8265852136100740E-002
  0.37400000000000028        1.0277063330842302        4.8282387890750164E-002
  0.37500000000000028        1.0277257016300789        4.8298918063753353E-002
  0.37600000000000028        1.0277450842367406        4.8315442679501497E-002
  0.37700000000000028        1.0277644820947669        4.8331961716652841E-002
  0.37800000000000028        1.0277838951892098        4.8348475281354601E-002
  0.37900000000000028        1.0278033234658792        4.8364983522562965E-002
  0.38000000000000028        1.0278227668590025        4.8381486576185143E-002
  0.38100000000000028        1.0278422253185471        4.8397984523297556E-002
  0.38200000000000028        1.0278616988249227        4.8414477375782895E-002
  0.38300000000000028        1.0278811873885949        4.8430965088488501E-002
  0.38400000000000029        1.0279006910355959        4.8447447591701116E-002
  0.38500000000000029        1.0279202097899400        4.8463924822693460E-002
  0.38600000000000029        1.0279397448616652        4.8480396592820801E-002
  0.38700000000000029        1.0279592950905005        4.8496862975508689E-002
  0.38800000000000029        1.0279788605063114        4.8513323918555305E-002
  0.38900000000000029        1.0279984423133173        4.8529779263408686E-002
  0.39000000000000029        1.0280180393246434        4.8546229140708642E-002
  0.39100000000000029        1.0280376526762571        4.8562673481933535E-002
  0.39200000000000029        1.0280572810922797        4.8579112529124016E-002
  0.39300000000000029        1.0280769257015219        4.8595546204649752E-002
  0.39400000000000029        1.0280965852411821        4.8611974723785881E-002
  0.39500000000000030        1.0281162609464947        4.8628397881309036E-002
  0.39600000000000030        1.0281359528588132        4.8644815635596285E-002
  0.39700000000000030        1.0281556597909509        4.8661228172150663E-002
  0.39800000000000030        1.0281753829422553        4.8677635376895546E-002
  0.39900000000000030        1.0281951222534926        4.8694037366585174E-002
  0.40000000000000030        1.0282148776350504        4.8710434277515730E-002
  0.40100000000000030        1.0282346489901486        4.8726826232515147E-002
  0.40200000000000030        1.0282544349481597        4.8743213626758597E-002
  0.40300000000000030        1.0282742380128198        4.8759595916138168E-002
  0.40400000000000030        1.0282940555488773        4.8775973769377923E-002
  0.40500000000000030        1.0283138901503825        4.8792346551688848E-002
  0.40600000000000031        1.0283337405223476        4.8808714597909399E-002
  0.40700000000000031        1.0283536066781289        4.8825077938543023E-002
  0.40800000000000031        1.0283734886249511        4.8841436628486563E-002
  0.40900000000000031        1.0283933863608077        4.8857790738073517E-002
  0.41000000000000031        1.0284132998709719        4.8874140346983702E-002
  0.41100000000000031        1.0284332304406716        4.8890485133026365E-002
  0.41200000000000031        1.0284531767033018        4.8906825590500899E-002
  0.41300000000000031        1.0284731385928325        4.8923161795985541E-002
  0.41400000000000031        1.0284931174149492        4.8939493314963133E-002
  0.41500000000000031        1.0285131118292303        4.8955820535639363E-002
  0.41600000000000031        1.0285331218769560        4.8972143354902013E-002
  0.41700000000000031        1.0285531489337170        4.8988461272264569E-002
  0.41800000000000032        1.0285731916551748        4.9004774711378304E-002
  0.41900000000000032        1.0285932513285638        4.9021083324078951E-002
  0.42000000000000032        1.0286133265226902        4.9037387674237098E-002
  0.42100000000000032        1.0286334185601225        4.9053687363862189E-002
  0.42200000000000032        1.0286535274483064        4.9069982403773867E-002
  0.42300000000000032        1.0286736518558077        4.9086273280681859E-002
  0.42400000000000032        1.0286937931873263        4.9102559516645564E-002
  0.42500000000000032        1.0287139514392771        4.9118841187202993E-002
  0.42600000000000032        1.0287341251720101        4.9135118997230283E-002
  0.42700000000000032        1.0287543156762478        4.9151392556105844E-002
  0.42800000000000032        1.0287745228846821        4.9167661977046917E-002
  0.42900000000000033        1.0287947467763816        4.9183927291725674E-002
  0.43000000000000033        1.0288149873862265        4.9200188448080717E-002
  0.43100000000000033        1.0288352433829338        4.9216445962244310E-002
  0.43200000000000033        1.0288555162473176        4.9232699119957125E-002
  0.43300000000000033        1.0288758060222591        4.9248947869119625E-002
  0.43400000000000033        1.0288961126945040        4.9265192229695574E-002
  0.43500000000000033        1.0289164361929322        4.9281432287064733E-002
  0.43600000000000033        1.0289367764084587        4.9297668160354587E-002
  0.43700000000000033        1.0289571332290088        4.9313899957119864E-002
  0.43800000000000033        1.0289775065767781        4.9330127732666082E-002
  0.43900000000000033        1.0289978979049554        4.9346350773910981E-002
